{ad25a031-880b-4f88-ac12-82d6c52fbdea} event:/char/badeline/appear
{f67675e7-bfe2-4b4e-8629-86bd1cc97389} event:/DZ/game/05_fractured/suite_chara_exittop
{4dcb3225-602d-4914-b5a6-9d0da01429e5} event:/DZ/game/05_fractured/suite_chara_intro
{817bed1e-bf91-4f09-8ad9-fbb1e3df2579} event:/DZ/game/05_fractured/suite_chara_mirrorbreak
{e0ce5341-5a68-4be7-89a5-5b609e0f6e76} event:/DZ/game/05_fractured/suite_chara_moveroof
{df7b2799-d780-4795-a1f3-6ca38051d5aa} event:/DZ/game/05_fractured/suite_chara_movestageleft
{ddad121b-4adf-4ca4-9c78-5acb91106e25} event:/DZ/game/05_fractured/trapdoor_frombottom
{c2178e72-125b-4a39-a566-ba76d72f3a5d} event:/DZ/game/05_fractured/trapdoor_fromtop
{8e6c5e13-11f7-4c3a-8f35-d35a79824b2e} event:/DZ/game/06_stronghold/arrowblock_activate
{a3be54d6-e84f-4a03-9537-f42b33543933} event:/DZ/game/06_stronghold/arrowblock_break
{fb3085ce-33a2-4a6f-aa8b-d3159ab87e5d} event:/DZ/game/06_stronghold/arrowblock_debris
{e2bb88c3-f371-41c4-aab0-152f2f7092ce} event:/DZ/game/06_stronghold/arrowblock_move
{a8ced591-9248-4895-8b19-086e54afd4ad} event:/DZ/game/06_stronghold/arrowblock_move_child
{f991c883-97c1-4d91-a9ee-4e3c9e4aef6d} event:/DZ/game/06_stronghold/arrowblock_reappear
{2d7b6147-6df6-4f39-ad48-b6ca40c3e499} event:/DZ/game/06_stronghold/arrowblock_reform_begin
{6f24bb04-775f-4fe2-953e-702046a391fc} event:/DZ/game/06_stronghold/arrowblock_side_depress
{1774753f-8876-431c-9b64-bdffbf436117} event:/DZ/game/06_stronghold/arrowblock_side_release
{8bad1595-2561-42cc-8d2a-7881995e7db5} event:/DZ/game/06_stronghold/cloud_blue_boost
{b1960705-fbb6-4331-935a-70a7858a807b} event:/DZ/game/06_stronghold/cloud_pink_boost
{f6ce54a8-a883-403a-a25b-adc48fb0ef14} event:/DZ/game/06_stronghold/cloud_pink_reappear
{987d1109-267e-4c2a-9ed8-6552c28146ac} event:/DZ/game/06_stronghold/cloud_red_boost
{a87eb1d1-bf20-49c1-ac6b-a072744e57ec} event:/DZ/game/06_stronghold/cloud_red_reappear
{8cad24e9-a701-4d29-b9bd-06154ea96446} event:/DZ/game/06_stronghold/gondola_cliffmechanism_start
{82bd962f-84b0-4a59-a2e5-e70db2d509d7} event:/DZ/game/06_stronghold/gondola_finish
{efc59e97-72dd-4726-b97b-5c057658e80f} event:/DZ/game/06_stronghold/gondola_halted_loop
{4df4682e-8b12-4725-9ce8-7e1825da1131} event:/DZ/game/06_stronghold/gondola_movement_loop
{37165486-eafe-4230-a26e-5cd7b32a373a} event:/DZ/game/06_stronghold/gondola_restart
{cb0a18c7-bac9-44b8-b425-38029f9c6b26} event:/DZ/game/06_stronghold/gondola_scaryhands_01
{d0998dae-7771-4498-b8ab-8cb38c1b6ab9} event:/DZ/game/06_stronghold/gondola_scaryhands_02
{1cc98b78-ab52-45e7-ab0b-316fbad30f45} event:/DZ/game/06_stronghold/gondola_scaryhands_03
{f6a61670-14fb-438c-8e9c-0378c8aa0942} event:/DZ/game/06_stronghold/gondola_theo_fall
{03522041-8a9f-4b9d-bce4-46ce6aa7bc58} event:/DZ/game/06_stronghold/gondola_theo_lever_fail
{a731c9ff-ddbb-427b-9d19-ca5c69a4d05c} event:/DZ/game/06_stronghold/gondola_theo_lever_start
{53855ea3-0c63-422c-a651-cad0099e2d18} event:/DZ/game/06_stronghold/gondola_theo_recover
{eff7841b-fc85-4e5e-871b-e13179cb2e56} event:/DZ/game/06_stronghold/gondola_theoselfie_halt
{1b9578f6-d9f1-4508-944a-e63c34acc4fc} event:/DZ/game/06_stronghold/greenbooster_dash
{ff61630c-7741-44c1-9da9-0ec9a62d76da} event:/DZ/game/06_stronghold/greenbooster_end
{a8320ed2-1ed0-4ba0-bcd9-4da6bbc71eca} event:/DZ/game/06_stronghold/greenbooster_enter
{147f8cfd-7dc3-4aaf-a249-caaafa1b472c} event:/DZ/game/06_stronghold/greenbooster_reappear
{93f76f48-50d8-45a1-8c78-0743d6174a78} event:/DZ/game/06_stronghold/snowball_impact
{1cdd8817-6194-435f-8209-718afb5c9eff} event:/DZ/game/06_stronghold/snowball_spawn
{37ced6cb-f50f-47d7-a7de-a00f16fe1290} event:/DZ/game/06_stronghold/stone_blockade
{92c9ed0e-1e1f-4e5e-a11f-2b358180a2f6} event:/DZ/game/06_stronghold/whiteblock_fallthru
{d6b14e6d-6f02-4c99-b933-00f0e7d7538d} event:/DZ/game/07_inferno/bladespinner_spin
{400a8758-22ad-47b3-a117-9830ff2f7690} event:/DZ/game/07_inferno/button_activate
{fb5da806-2992-4b32-a2de-64a1f53a7590} event:/DZ/game/07_inferno/button_depress
{210fc5ef-b0e5-4a6e-998d-301f9de7906c} event:/DZ/game/07_inferno/button_return
{8cdb7cda-c133-4623-9198-2b08cf1da2af} event:/DZ/game/07_inferno/crackedwall_vanish
{a347be44-25a4-459b-bb9e-ab4471fa2928} event:/DZ/game/07_inferno/crystalmaddy_break_free
{1aee23c0-7370-4547-8a25-a1428af08099} event:/DZ/game/07_inferno/crystalmaddy_hit_ground
{e8375615-8928-4b22-9c0b-decd0ff17c4d} event:/DZ/game/07_inferno/crystalmaddy_hit_side
{f3cd2658-f66f-426f-93c9-de236f4e2c67} event:/DZ/game/07_inferno/eye_pulse
{bdc30920-af4d-4c92-9f2e-6e04f421b694} event:/DZ/game/07_inferno/eyebro_eyemove
{d1eaa955-ad02-4ea8-bd3a-f897c2f6bb58} event:/DZ/game/07_inferno/eyewall_bounce
{fdb3149e-8f9d-40b1-8795-b6343c4be6cb} event:/DZ/game/07_inferno/eyewall_destroy
{afc4e457-1fe3-4572-a377-b4203a2e0b2f} event:/DZ/game/07_inferno/gate_maddy_close
{16383663-1a83-4e70-b59b-38716a9c36a4} event:/DZ/game/07_inferno/gate_maddy_open
{7c9d98ae-c973-43f3-b71a-512e08a24de8} event:/DZ/game/07_inferno/gate_main_close
{04116bdf-95ed-4651-b81a-cf0410a6d7bf} event:/DZ/game/07_inferno/gate_main_open
{07a866cc-65ae-4133-8197-8cca4b1205d9} event:/DZ/game/07_inferno/key_unlock_dark
{9620b7f8-cac3-4d8f-bf4b-1a3f8243c547} event:/DZ/game/07_inferno/key_unlock_light
{9f8c200d-b644-46d8-9dd1-fedfdcda4994} event:/DZ/game/07_inferno/mainmirror_reveal
{7fe139b9-683a-4e3e-83dc-7034ad6c12a6} event:/DZ/game/07_inferno/mainmirror_torch_lit_1
{3db42012-2613-4fde-960e-2b7d22c9d380} event:/DZ/game/07_inferno/mainmirror_torch_lit_2
{f792cfba-51ed-42e2-b284-200d7b05da30} event:/DZ/game/07_inferno/mainmirror_torch_loop
{c2b79818-7fee-4bf3-9287-17c837e497e7} event:/DZ/game/07_inferno/redbooster_dash
{980e5eae-b9bb-4836-bd25-fa0d729bc375} event:/DZ/game/07_inferno/redbooster_end
{e0d4f296-00d9-45c1-abe3-74d7e9268736} event:/DZ/game/07_inferno/redbooster_enter
{cc41a947-132b-443b-8b3b-0bef49f95208} event:/DZ/game/07_inferno/redbooster_move
{daf43476-6f45-45ef-851c-9e3afa468dfd} event:/DZ/game/07_inferno/redbooster_reappear
{bc5a7a91-44de-4e44-a68e-7a65489b7b54} event:/DZ/game/07_inferno/room_lightlevel_down
{9ffa461b-5c12-4007-ac0d-bb85c61f5b06} event:/DZ/game/07_inferno/room_lightlevel_up
{fe119527-7768-40c4-8af4-bcf9587d2bce} event:/DZ/game/07_inferno/seeker_aggro
{3f09bd52-c204-4946-90ef-e7651eddc5e2} event:/DZ/game/07_inferno/seeker_booped
{a76e6255-f677-44ee-a87b-5fde6a7b044a} event:/DZ/game/07_inferno/seeker_dash
{c870d6e6-7e4a-49e5-bc50-a9953a7d0d49} event:/DZ/game/07_inferno/seeker_dash_turn
{a83652cb-0b99-41cd-8fd4-6f1de6aa113f} event:/DZ/game/07_inferno/seeker_death
{82757644-93d5-41b0-8f38-32a8ff3ed29f} event:/DZ/game/07_inferno/seeker_hit_lightwall
{6b439980-a3b3-46ac-8c99-353ade290d91} event:/DZ/game/07_inferno/seeker_hit_normal
{f1c29a3e-4b10-48a7-8d3c-1010eba98e50} event:/DZ/game/07_inferno/seeker_playercontrolstart
{33761220-484b-4790-8f2d-164a96bbed5a} event:/DZ/game/07_inferno/seeker_revive
{ea8fb12d-0705-42ed-b527-95ac3083071a} event:/DZ/game/07_inferno/seeker_statue_break
{e30b4c71-956a-440a-9381-c484646fb59d} event:/DZ/game/07_inferno/swapblock_move
{68ac428c-c548-46bc-8ec5-c3ea6b4c9d61} event:/DZ/game/07_inferno/swapblock_move_end
{03433716-b469-439d-9d32-d7a60859223c} event:/DZ/game/07_inferno/swapblock_return
{11eb2a5d-40bd-4915-a60e-e6495c9defd2} event:/DZ/game/07_inferno/swapblock_return_end
{36387306-759d-405f-b962-3bf9c7564f7a} event:/DZ/game/07_inferno/torch_activate
{a1a021a7-6805-4ad4-bba1-5dda61f29991} event:/DZ/game/08_edge/chara_feather_slice
{68f68411-6188-40e0-a279-6e781451bd34} event:/DZ/game/08_edge/chara_freakout_1
{a210ec8a-d72f-4bd2-a017-a599e3609f90} event:/DZ/game/08_edge/chara_freakout_2
{fa8060d1-7819-4714-a177-6136c0340cd4} event:/DZ/game/08_edge/chara_freakout_3
{19ab7540-c74d-4726-a997-41e9b84cbb8e} event:/DZ/game/08_edge/chara_freakout_4
{af8868e8-2623-40f0-91eb-eeec5aa76b9c} event:/DZ/game/08_edge/chara_freakout_5
{2f94c732-0ff5-49bb-b0b5-8ccd8632aed5} event:/DZ/game/08_edge/chara_freakout_6
{a4c93619-6719-4a3d-b64d-43a6f7d6f908} event:/DZ/game/08_edge/chara_pull_cliffbreak
{d02db141-4505-4ec6-b840-c37ca045f624} event:/DZ/game/08_edge/chara_pull_impact
{602c4d95-ca9d-4999-8113-395e4657d926} event:/DZ/game/08_edge/chara_pull_rumble_loop
{03331dc9-ce3e-4949-ac59-a7ecfdf05708} event:/DZ/game/08_edge/chara_pull_whooshdown
{3ed64d98-d050-4a3f-b35b-6bfc1d306031} event:/DZ/game/08_edge/chara_spikes_burst
{f6c23430-296c-4493-b9ae-ffdd18f6c52f} event:/DZ/game/08_edge/crushblock_activate
{3c15b350-8d41-4683-97ce-f11217dea8f1} event:/DZ/game/08_edge/crushblock_impact
{b15a0d2f-2e4c-48ae-8e0f-fa62cfd54c1d} event:/DZ/game/08_edge/crushblock_move_loop
{d09b60cc-985b-45bd-9ea2-65f37e92e546} event:/DZ/game/08_edge/crushblock_move_loop_covert
{94214081-7cc4-43ee-afac-809eb6187ae3} event:/DZ/game/08_edge/crushblock_rest
{eb9e3ac2-6e0b-428a-aa82-5b7454bd5413} event:/DZ/game/08_edge/crushblock_rest_waypoint
{a60d7cf2-e641-45b5-ae5a-ab286070ba83} event:/DZ/game/08_edge/crushblock_return_loop
{4d34211c-b303-4b45-9af0-115cf00947bb} event:/DZ/game/08_edge/fall_spike_smash
{02331649-f391-4788-a9b9-2fa1511c6312} event:/DZ/game/08_edge/fallblock_boss_impact
{63e6103e-5a25-4050-870a-dbfd3fa00e4d} event:/DZ/game/08_edge/fallblock_boss_shake
{c1014bc7-bf84-4058-8a41-c0764f61c25b} event:/DZ/game/08_edge/feather_bubble_bounce
{7853af6a-9c41-4cad-a004-48bfcfd7824c} event:/DZ/game/08_edge/feather_bubble_get
{93708b23-141a-4669-8aeb-4112d074a24f} event:/DZ/game/08_edge/feather_bubble_renew
{dea64c89-cf8c-4e01-893a-191f95ad8501} event:/DZ/game/08_edge/feather_get
{f63e73f4-2c0e-4db5-bc35-a4499270dba9} event:/DZ/game/08_edge/feather_reappear
{b806a81e-f7c0-440d-ad27-b61007663d62} event:/DZ/game/08_edge/feather_renew
{8f1df4d2-c605-4867-a964-9ebc3fb0feb9} event:/DZ/game/08_edge/feather_state_bump
{e15e2ed2-d73f-48e0-9f11-e72bd314b357} event:/DZ/game/08_edge/feather_state_end
{ee3e1dc2-6093-4833-b147-72dfb08aa49c} event:/DZ/game/08_edge/feather_state_loop
{4438b99e-3bb5-47b8-aae7-d7a85294a500} event:/DZ/game/08_edge/feather_state_warning
{c8190798-5922-40cd-af99-8682491cf870} event:/DZ/game/08_edge/hug_chara_glow
{b6abe399-98d4-426d-a3ac-617fad293582} event:/DZ/game/08_edge/hug_image_1
{49474f36-fbf3-4046-b62b-95293f0cee47} event:/DZ/game/08_edge/hug_image_2
{80d2953a-c33c-4946-a02c-5c8aff39ddb7} event:/DZ/game/08_edge/hug_image_3
{3f9beabf-c366-4907-8784-3398e3fc8918} event:/DZ/game/08_edge/hug_levelup_text_in
{cee68ccc-cf5e-466d-a612-f5fec34a8d8b} event:/DZ/game/08_edge/hug_levelup_text_out
{b6bf9e62-1729-462a-804e-ab275b0d6f35} event:/DZ/game/08_edge/mysterygo
{dc537f94-b812-4e69-b25a-3ff0d37bd95c} event:/DZ/game/08_edge/pinballbumper_hit
{3dc0ceed-e57c-454c-a535-8764ec7a03e4} event:/DZ/game/08_edge/pinballbumper_reset
{0b25f6e9-2443-4967-9eb8-6cc48e1316ae} event:/DZ/game/08_edge/scaryhair_move
{0faaa0d1-e296-4129-a6f6-37ff7b8df7d0} event:/DZ/game/08_edge/scaryhair_whoosh
{ffe84643-efcb-4b74-9ed8-c0fd2b777304} event:/DZ/game/08_edge/supersecret_dashflavour
{2ea288c8-63ba-4d6d-b48a-7be529db7f14} event:/DZ/game/08_edge/supersecret_heartappear
{eb45395a-6ffd-48c8-acf5-55e119f2a54b} event:/DZ/game/08_edge/supersecret_torch_1
{532f6eef-edfb-4ccd-8045-5b39eede2635} event:/DZ/game/08_edge/supersecret_torch_2
{a00ada64-1683-4567-894f-4d7f8179d51b} event:/DZ/game/08_edge/supersecret_torch_3
{36bc1077-206a-4543-b412-270aae116322} event:/DZ/game/08_edge/supersecret_torch_4
{d35da1c1-742f-4d49-b7cb-b4e516d01d62} event:/DZ/game/09_beyondsummit/altitude_count
{694500fb-94c5-40b8-b4d2-dc7516e409ed} event:/DZ/game/09_beyondsummit/checkpoint_confetti
{c25e8193-5a80-4ac5-88f8-364226c58976} event:/DZ/game/09_beyondsummit/gem_get
{2e4ead62-cc2d-42c4-b301-29b17005c17f} event:/DZ/game/09_beyondsummit/gem_unlock_1
{62f8771e-de61-46a0-bb73-909f761a2a52} event:/DZ/game/09_beyondsummit/gem_unlock_2
{fcd1a47a-394b-4e92-8bc2-408e5447e396} event:/DZ/game/09_beyondsummit/gem_unlock_3
{49b57827-9358-4ec4-a9f8-e27ccf5d8d1e} event:/DZ/game/09_beyondsummit/gem_unlock_4
{f62deb31-fa43-497d-ba23-eedd10fd2f57} event:/DZ/game/09_beyondsummit/gem_unlock_5
{a4da1287-d22e-45fa-a68e-858f9561412d} event:/DZ/game/09_beyondsummit/gem_unlock_6
{4ac1261f-28ee-401f-b817-40880cfbedb0} event:/DZ/game/09_beyondsummit/gem_unlock_complete
{2990a0a4-1ff3-4179-91a7-1401141d5f37} event:/DZ/game/10_ruins/big_pillar
{61c6aaf3-055b-43a1-91cb-c6537acd6615} event:/DZ/game/10_ruins/mouse
{88d08b51-1414-447c-9220-0f797302f990} event:/DZ/game/10_ruins/pillar_break
{19ec26af-a07f-45b9-8144-1348ff386c9a} event:/DZ/game/10_ruins/touchswitch_any
{0e61c82f-cc29-45aa-aaa4-2ecaab5298d1} event:/DZ/game/10_ruins/touchswitch_gate_finish
{19ae9152-cb85-4593-b870-c4f23a6f027e} event:/DZ/game/10_ruins/touchswitch_gate_open
{d31058d6-f4fe-490d-a441-7ad391772489} event:/DZ/game/10_ruins/touchswitch_last
{0a840491-4a9a-4ebf-b26e-12f6677b81b8} event:/DZ/game/10_ruins/touchswitch_last_cutoff
{db874477-ac72-4654-a6e9-8362dae84ff3} event:/DZ/game/10_ruins/touchswitch_last_oneshot
{9627796f-4dbc-4fd7-bf1d-831a679f7329} event:/DZ/game/11_snowdin_city/bone_break
{43119fb5-7094-4f5d-b26d-9d52bbed9282} event:/DZ/game/11_snowdin_city/hit
{f35ce79b-cf3d-46c8-9eb1-d48abad8a0cb} event:/DZ/game/11_snowdin_city/ice_idle
{a1fc8bf6-8015-47cc-9197-50046b746d9a} event:/DZ/game/11_snowdin_city/rolling
{e0659782-ca7c-4af9-a808-e795e0e5b994} event:/DZ/game/11_snowdin_city/smash
{a752dc78-eb65-4ad1-8c13-a39a1a145896} event:/DZ/game/11_snowdin_city/swing
{8fa47031-872f-4b17-a8a3-225536580e47} event:/DZ/game/11_snowdin_city/timesup
{bf0c3a4e-a322-438b-9ea4-8ddc7b039cd6} event:/DZ/game/12_wateredgefall/spear_appear
{f2e56060-96e4-4fa1-b20a-96ddbb95f2bb} event:/DZ/game/12_wateredgefall/spear_throw
{d91f54cc-314f-4507-9a94-956d428d09c7} event:/DZ/game/12_wateredgefall/titan_beam
{695d9ab8-2b16-44a3-8d56-2c9b9a45b0d3} event:/DZ/game/12_wateredgefall/water_splash
{d6025447-642e-409e-a6c1-7c65f07e6340} event:/DZ/game/12_wateredgefall/wingshut
{67f43fa1-210c-4036-a396-bd884edb5bb4} event:/DZ/game/13_hotcliff/laser_fire
{8d47087a-919b-448a-a220-68c8f16e5a81} event:/DZ/game/13_hotcliff/pew
{0f38112e-3589-4f01-b3fb-89478d0baf0f} event:/DZ/game/13_hotcliff/treadmill
{aa093504-38cc-41c2-9ae0-2aaada28a450} event:/DZ/game/13_hotcliff/turret_charge
{1db402ac-00cb-417e-9fcf-2d0b6848c12c} event:/DZ/game/13_hotcliff/turret_fire
{b561407d-1b1c-4bf5-af51-467647756639} event:/DZ/game/14_cybernexus/crunch
{b7ffa391-6831-452e-bb36-0438bbd53e0e} event:/DZ/game/14_cybernexus/enter
{8904df38-1baf-4336-a45b-6e561140d8f9} event:/DZ/game/14_cybernexus/hit
{76aa6871-d963-416b-ad42-ba6a1c839cbe} event:/DZ/game/14_cybernexus/swing
{dc94706c-f55c-4519-b927-a2252a6243f3} event:/DZ/game/15_citadel/cinematic_trident
{3a443373-e74f-4bbb-a913-319b14f92003} event:/DZ/game/15_citadel/fire
{8dfa655b-b5b1-417a-bd0c-21dd2fa7efb6} event:/DZ/game/15_citadel/fire_flame
{e6bd1fa0-d837-4f92-99b6-316acf5ffd15} event:/DZ/game/15_citadel/leaving_cyber
{4f59508e-2eb3-4885-97e9-d27147a6ad14} event:/DZ/game/15_citadel/target
{305ec9b0-6f1e-4623-bcae-f876f1457ff9} event:/DZ/game/16_myworld/big_nuke_drop
{98ef6e2b-1ad7-4a59-bba7-b4539bcce7d7} event:/DZ/game/16_myworld/big_nuke_explosion
{0ac44c79-42c0-4baa-b807-fe25095b2132} event:/DZ/game/16_myworld/destroyed_a
{a5ed3686-2f04-4ce4-9d93-da51100b5ece} event:/DZ/game/16_myworld/destroyed_b
{ba34b54f-91f4-4bb1-9ddb-9c199c1c505a} event:/DZ/game/16_myworld/destroyed_c
{1d2cf725-c3d0-4119-a05f-0ee23892bdd1} event:/DZ/game/16_myworld/freaksout_01
{0f4e0333-6aec-4614-9d2c-a026ba918816} event:/DZ/game/16_myworld/freaksout_02
{8872d7df-01ec-4320-9205-0404fcb7eb50} event:/DZ/game/16_myworld/freaksout_03
{de9651e5-2a33-44c4-987c-b7b1e7b89f5f} event:/DZ/game/16_myworld/freaksout_04
{b06d4982-4178-4b19-8fda-f1562239ebb8} event:/DZ/game/16_myworld/freaksout_05
{b01d61f0-b667-4a07-bf09-dc8db92d9eaf} event:/DZ/game/16_myworld/gameover_stuck
{c2c17235-f671-4d6d-95c8-5ae94476508e} event:/DZ/game/16_myworld/last_hit
{d4f701f2-87f2-4a8a-99d3-e603da4bc3e5} event:/DZ/game/16_myworld/nuke_drop
{034d692b-819c-4614-b6b7-ca5e372ffd21} event:/DZ/game/16_myworld/nuke_explosion
{56316304-968e-494b-94a9-7884403840a9} event:/DZ/game/16_myworld/story_stuck
{6c854ae9-bdaf-4e30-b3b8-0e1359a8e696} event:/DZ/game/16_myworld/woosh
{b7f3c6aa-3357-4f76-950f-23c10489bb11} event:/DZ/game/18_core/bounceblock_break
{1d9602ce-e0f1-4345-8dc5-7a529e6ed047} event:/DZ/game/18_core/bounceblock_reappear
{17fcbb91-13bb-4aca-a579-2f5bf155cf99} event:/DZ/game/18_core/bounceblock_touch
{6b8e1871-b2e4-4328-a8af-1cd6d89188b1} event:/DZ/game/18_core/butterfly_cutscene
{2e78baa8-e286-4bd6-a039-db8861f3b946} event:/DZ/game/18_core/conveyor_activate
{540d22d0-c063-4457-a59d-8c98c674da65} event:/DZ/game/18_core/final_heart_get
{316cdc42-6b8d-4a5b-8dbd-92b196b58ef4} event:/DZ/game/18_core/frontdoor_heartfill
{3141578f-8035-4981-9e28-11936a67090d} event:/DZ/game/18_core/frontdoor_unlock
{3b164c5a-19fa-4bb2-9a54-661ef52a62d1} event:/DZ/game/18_core/frontdoor_unlock_bside
{a739c430-5078-4ba6-b9dc-51413ccc1f56} event:/DZ/game/18_core/frontdoor_unlock_cside
{e6792453-885a-41cb-9481-199ff3b1d647} event:/DZ/game/18_core/frontdoor_unlock_dside
{6450a728-52e3-4a14-9d97-22b546978780} event:/DZ/game/18_core/frontdoor_unlock_dxside
{a8029089-2367-4d68-bdf6-a8866557bbca} event:/DZ/game/18_core/hotpinball_activate
{38bdc627-d751-4990-b737-4a1a5c242649} event:/DZ/game/18_core/iceball_break
{6358bcf2-ca12-47dc-ae13-8648dc9cf269} event:/DZ/game/18_core/iceblock_reappear
{87f76211-dd23-498f-abcc-caefe0edfcbb} event:/DZ/game/18_core/iceblock_touch
{b93027f5-3f5b-4a19-a25b-129ba0cfd04a} event:/DZ/game/18_core/pinballbumper_hit
{11ddeda2-fa3a-4ad2-97bd-3ba3967e4034} event:/DZ/game/18_core/rising_threat
{0d63a3cb-4d55-4e40-ad49-607bbc70fb32} event:/DZ/game/18_core/sideway_threats
{091b8164-5933-49d4-b72d-4c54cae1567a} event:/DZ/game/18_core/switch_to_cold
{75def933-f395-4caf-9980-0fddbedd5b26} event:/DZ/game/18_core/switch_to_hot
{da557249-2236-424c-95e7-8f393ab0083f} event:/DZ/game/general/assist_dash_aim
{bbf16102-f2ce-48d3-bb45-a53e26472622} event:/DZ/game/general/assist_dreamblockbounce
{ceaa6a18-3d68-46a2-a85a-49e752588abe} event:/DZ/game/general/assist_nonsolid_in
{c1a0d1b0-f096-4e4b-a53b-f4c7f82d38f0} event:/DZ/game/general/assist_nonsolid_out
{72b74c0b-75a2-4f7a-9b3b-c40ad900bed0} event:/DZ/game/general/assist_screenbottom
{e406b121-75ab-4404-85fa-6162a845890b} event:/DZ/game/general/bird_in
{6b304a6f-af7f-4fc1-8aa9-2a4b02f5d2d8} event:/DZ/game/general/bird_land_dirt
{a32c38dc-5c3b-4205-8f75-8435a2fa5315} event:/DZ/game/general/bird_peck
{f3e6d5ed-961f-46df-96fc-905f50990569} event:/DZ/game/general/bird_squawk
{471b9baa-1c86-4b57-822b-2898f0e4cd89} event:/DZ/game/general/bird_startle
{1af224e0-d547-4c16-948e-b5376b5f875f} event:/DZ/game/general/birdbaby_flyaway
{9a5bb9e1-6994-4c36-a372-411ff295c3c4} event:/DZ/game/general/birdbaby_hop
{ca31de80-a0ab-4462-bdb2-d4cf3715aed1} event:/DZ/game/general/birdbaby_tweet_loop
{89424ae6-cdef-4a07-bf9a-7ebef55ff4c3} event:/DZ/game/general/cassette_block_switch_1
{3c40cded-671d-4ff0-b12b-4743e66e55ec} event:/DZ/game/general/cassette_block_switch_2
{82939020-b457-43ff-89d4-3d22a5f3c97d} event:/DZ/game/general/cassette_bubblereturn
{151e8816-88da-4636-b0a1-74655e19fb4e} event:/DZ/game/general/cassette_preview
{8b992406-d801-4de1-9217-53ed530996a3} event:/DZ/game/general/crystalheart_astral_get
{cea92510-5296-4ab6-bf95-964bbb4b3e44} event:/DZ/game/general/crystalheart_astral_preview
{fb2a8732-a1aa-407a-b661-6aa50948be6e} event:/DZ/game/general/crystalheart_blue_get
{bba9c4bd-a2bc-4362-8f62-aced7834270f} event:/DZ/game/general/crystalheart_bounce
{dd9d74c6-d0e5-4631-9c79-14a4ada769ec} event:/DZ/game/general/crystalheart_gold_get
{70a1ae19-ba31-46f6-9bc4-b810930b1ef3} event:/DZ/game/general/crystalheart_pink_get
{bc66e61d-2168-487f-b76b-65588468361f} event:/DZ/game/general/crystalheart_pink_preview
{e561e27f-7b99-43bd-983d-822b172c7fc9} event:/DZ/game/general/crystalheart_pulse
{eaeac297-dbe8-4eae-a434-3bbb4a5aa49c} event:/DZ/game/general/crystalheart_rainbow_get
{ead9ad9a-cd21-416d-b587-3a3f75a0832d} event:/DZ/game/general/crystalheart_red_get
{0df29550-16ed-41e3-b72e-d340f4a5e28c} event:/DZ/game/general/debris_dirt
{68846913-2468-4d5f-a47f-dfb8112252eb} event:/DZ/game/general/debris_stone
{ccd7c4c4-511c-4bdc-8e56-1614fae70c33} event:/DZ/game/general/debris_wood
{ebfc87b6-4493-48fe-9adf-72613e60650b} event:/DZ/game/general/diamond_return
{3e0b849b-4a10-4a8e-b008-af918087c20e} event:/DZ/game/general/diamond_touch
{c806e5c2-a900-40f3-a0fc-567eaa49ba6e} event:/DZ/game/general/fallblock_impact
{87ed04d3-f7db-44b1-8a1f-e4319565c8b9} event:/DZ/game/general/fallblock_shake
{6ce75238-6666-48a8-a1aa-dc3af4da3057} event:/DZ/game/general/key_get
{10976bc8-56b3-4e9b-9a6c-161e5ef30aae} event:/DZ/game/general/lookout_move
{036b310e-2afd-4cb1-9c9f-dcd46fcccda1} event:/DZ/game/general/lookout_use
{01614c00-4b9d-4495-bf43-a70797d3f0ab} event:/DZ/game/general/miniheart_get
{95b7af73-452b-4289-bc73-357f9318aed2} event:/DZ/game/general/passage_closed_behind
{3c36165b-bafc-4280-83e8-79d6e616170f} event:/DZ/game/general/platform_disintegrate
{772bd810-b1eb-4c2f-a239-72c17100ba95} event:/DZ/game/general/platform_return
{014d7e4f-f3b4-45d4-a57e-58edbcb55fee} event:/DZ/game/general/remixes
{55b4833e-de28-47bf-aa8c-6a565a96d39f} event:/DZ/game/general/secret_revealed
{94d263fc-d053-4440-b06f-90f279c9afe6} event:/DZ/game/general/seed_complete_berry
{dd26b18c-7284-487a-b005-b673f0e16c7b} event:/DZ/game/general/seed_complete_main
{90fd2c57-c48d-4197-aa0c-2873a78c2ad4} event:/DZ/game/general/seed_poof
{173f8d19-753e-4eb3-980e-bc28342e508d} event:/DZ/game/general/seed_pulse
{ae24d72b-a57a-41ad-bb77-22c7c37d33ec} event:/DZ/game/general/seed_reappear
{2a86db45-9711-463c-87cf-91e5afedc884} event:/DZ/game/general/seed_touch
{a6b0988c-62f7-4d66-9660-af8645de3c7a} event:/DZ/game/general/spotlight_intro
{bcbba710-8b30-4a50-922b-484e56c136ee} event:/DZ/game/general/spotlight_outro
{965cdec1-a498-49fd-a1c3-bb0c772c10ae} event:/DZ/game/general/spring
{c8ed03d8-5d2f-4aae-8db3-4820d3534a1c} event:/DZ/game/general/strawberry_blue_pulse
{7a8a7923-9da6-4a0f-b1bd-589a50e80bf6} event:/DZ/game/general/strawberry_blue_touch
{e6744e64-9b2c-493b-823e-61993a58c0d4} event:/DZ/game/general/strawberry_door_fill
{bf005cf3-6dde-493b-907e-82b3b19ef593} event:/DZ/game/general/strawberry_flyaway
{503d802e-b12a-45f3-b7f7-63ea95599d4e} event:/DZ/game/general/strawberry_get
